date,open,high,low,close,adjClose,volume,split,dividend,absoluteChange,percentChange
2019-10-07,48.060001,48.419998,47.779999,47.799999,47.799999,1292700
2019-10-08,47.639999,47.750000,47.400002,47.470001,47.470001,1475100
2019-10-09,47.619999,47.709999,47.160000,47.540001,47.540001,1454500
2019-10-10,48.180000,48.480000,47.910000,48.369999,48.369999,2121400
2019-10-11,49.369999,50.060001,49.369999,49.610001,49.610001,2765400
2019-10-14,48.770000,48.910000,48.590000,48.619999,48.619999,1186400
2019-10-15,48.070000,48.970001,47.939999,48.680000,48.680000,2427700
2019-10-16,48.389999,48.580002,48.139999,48.169998,48.169998,1314100
2019-10-17,48.340000,48.340000,47.639999,47.669998,47.669998,1369400
2019-10-18,48.119999,48.130001,47.520000,47.529999,47.529999,1171900
2019-10-21,48.490002,48.529999,48.180000,48.380001,48.380001,1136500
2019-10-22,48.480000,48.740002,48.270000,48.560001,48.560001,1411500
2019-10-23,49.000000,49.070000,48.799999,49.029999,49.029999,1095600
2019-10-24,49.259998,49.369999,48.700001,48.869999,48.869999,1285800
2019-10-25,48.830002,49.349998,48.709999,49.220001,49.220001,989900
2019-10-28,49.849998,50.040001,49.740002,49.889999,49.889999,1809500
2019-10-29,49.740002,49.930000,49.619999,49.720001,49.720001,1033500
2019-10-30,49.259998,49.369999,48.770000,49.369999,49.369999,1539700
2019-10-31,49.099998,49.209999,48.630001,48.910000,48.910000,1355900
2019-11-01,49.250000,50.119999,49.180000,49.990002,49.990002,1766400
2019-11-04,50.990002,51.270000,50.790001,50.910000,50.910000,1666400
2019-11-05,52.209999,52.349998,51.779999,51.849998,51.849998,3438200
2019-11-06,52.110001,52.110001,51.279999,51.400002,51.400002,2079800
2019-11-07,51.790001,51.880001,51.360001,51.470001,51.470001,1487600
2019-11-08,50.540001,50.889999,50.540001,50.790001,50.790001,1413900
